"rank_abs_delta","parid","county","acres_2020","acres_2026","n_tcc_pixels","mean_tcc_2020","mean_tcc_2025","delta_pp","abs_delta_pp","owner_type_2020","owner_type_2026","owner_type_changed","still_in_cfp_2026"
1210,"20442","Houghton",40,40,180,82.0833333333333,83.5222222222222,1.4388888888889,1.4388888888889,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1211,"33709","Houghton",148.76,148.76,666,77.6741741741742,76.2372372372372,-1.43693693693693,1.43693693693693,"Forest Industry","Forest Industry",FALSE,TRUE
1212,"17538","Houghton",160,160,747,83.239625167336,81.805890227577,-1.43373493975903,1.43373493975903,"Forest Industry","Forest Industry",FALSE,TRUE
1213,"17645","Houghton",40,40,180,65.65,64.2166666666667,-1.43333333333334,1.43333333333334,"Forest Industry","Forest Industry",FALSE,TRUE
1214,"18991","Keweenaw",121.93,121.93,565,76.716814159292,78.1486725663717,1.43185840707964,1.43185840707964,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1215,"16103","Houghton",80,80,353,80.628895184136,82.0594900849858,1.43059490084987,1.43059490084987,"Forest Industry","Forest Industry",FALSE,TRUE
1216,"18860","Houghton",30,NA,135,79.2074074074074,80.637037037037,1.42962962962963,1.42962962962963,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1217,"10411","Houghton",482.88,482.88,2156,76.154452690167,77.5839517625232,1.42949907235621,1.42949907235621,"Forest Industry","Forest Industry",FALSE,TRUE
1218,"17607","Houghton",40,40,175,78.3142857142857,79.7428571428571,1.42857142857143,1.42857142857143,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1219,"33567","Houghton",35,NA,157,78.8917197452229,80.3184713375796,1.42675159235669,1.42675159235669,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1220,"29960","Keweenaw",280,280,1252,77.5423322683706,78.9688498402556,1.42651757188499,1.42651757188499,"Forest Industry","Other Business",TRUE,TRUE
1221,"31763","Keweenaw",40,40,181,78.2762430939227,79.7016574585635,1.42541436464087,1.42541436464087,"Forest Industry","Forest Industry",FALSE,TRUE
1222,"4907","Houghton",40,40,179,79.804469273743,81.2290502793296,1.4245810055866,1.4245810055866,"Forest Industry","Forest Industry",FALSE,TRUE
1223,"21885","Houghton",40,40,179,80.6759776536313,82.1005586592179,1.4245810055866,1.4245810055866,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1224,"35109","Keweenaw",160,160,721,80.5478502080444,81.9708737864078,1.42302357836338,1.42302357836338,"Other Business","Other Business",FALSE,TRUE
1225,"16972","Houghton",40,NA,173,71.0404624277457,72.4624277456647,1.42196531791907,1.42196531791907,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1226,"4973","Houghton",40,40,185,82.8756756756757,84.2972972972973,1.42162162162161,1.42162162162161,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1227,"11938","Keweenaw",80,80,363,82.4600550964187,83.8815426997245,1.42148760330579,1.42148760330579,"Forest Industry","Forest Industry",FALSE,TRUE
1228,"32664","Houghton",40.5,40.5,179,81.9720670391062,83.3854748603352,1.41340782122904,1.41340782122904,"Forest Industry","Forest Industry",FALSE,TRUE
1229,"23161","Houghton",80,80,362,83.1906077348066,81.7790055248619,-1.41160220994476,1.41160220994476,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1230,"6120","Keweenaw",80,80,355,80.3521126760563,81.7605633802817,1.40845070422536,1.40845070422536,"Forest Industry","Forest Industry",FALSE,TRUE
1231,"4974","Houghton",40,40,197,80.741116751269,82.1472081218274,1.40609137055837,1.40609137055837,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1232,"5125","Houghton",80,80,356,76.7640449438202,78.1657303370787,1.40168539325843,1.40168539325843,"Forest Industry","Forest Industry",FALSE,TRUE
1233,"5014","Houghton",649.57,649.57,2832,76.881709039548,78.2828389830509,1.40112994350282,1.40112994350282,"Forest Industry","Forest Industry",FALSE,TRUE
1234,"16818","Keweenaw",39.4,39.4,180,79.4388888888889,80.8388888888889,1.40000000000001,1.40000000000001,"Forest Industry","Forest Industry",FALSE,TRUE
1235,"22731","Houghton",40,40,179,83.145251396648,84.5418994413408,1.39664804469274,1.39664804469274,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1236,"31211","Keweenaw",295,NA,1286,72.9836702954899,71.5902021772939,-1.39346811819595,1.39346811819595,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1237,"10157","Houghton",52.53,52.53,211,74.4739336492891,73.0805687203791,-1.39336492890995,1.39336492890995,"Forest Industry","Forest Industry",FALSE,TRUE
1238,"16273","Keweenaw",80,80,359,77.1364902506964,78.5236768802228,1.38718662952645,1.38718662952645,"Forest Industry","Forest Industry",FALSE,TRUE
1239,"23270","Keweenaw",80,NA,344,77.9331395348837,79.3139534883721,1.38081395348837,1.38081395348837,"Other","non-CFP in 2026",FALSE,FALSE
1240,"22733","Houghton",40,40,180,83.0944444444444,84.4722222222222,1.37777777777778,1.37777777777778,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1241,"17585","Houghton",40,NA,173,79.8843930635838,81.2543352601156,1.3699421965318,1.3699421965318,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1242,"23175","Houghton",40,40,180,77.6777777777778,76.3111111111111,-1.36666666666666,1.36666666666666,"Forest Industry","Forest Industry",FALSE,TRUE
1243,"6083","Houghton",40,40,180,83.8777777777778,85.2444444444444,1.36666666666666,1.36666666666666,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1244,"5176","Keweenaw",320,320,1412,80.850566572238,82.2167138810198,1.36614730878186,1.36614730878186,"Forest Industry","Forest Industry",FALSE,TRUE
1245,"5175","Keweenaw",160,160,702,81.3988603988604,80.0327635327635,-1.36609686609685,1.36609686609685,"Forest Industry","Forest Industry",FALSE,TRUE
1246,"16901","Houghton",40,40,180,77,78.3611111111111,1.36111111111111,1.36111111111111,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1247,"17530","Houghton",160,160,698,82.2507163323782,83.60888252149,1.35816618911176,1.35816618911176,"Forest Industry","Forest Industry",FALSE,TRUE
1248,"15438","Houghton",160,160,710,79.1774647887324,77.8211267605634,-1.35633802816902,1.35633802816902,"Forest Industry","Forest Industry",FALSE,TRUE
1249,"31379","Houghton",400,400,1751,51.3181039406054,52.671045117076,1.35294117647059,1.35294117647059,"Forest Industry","Forest Industry",FALSE,TRUE
1250,"28118","Houghton",40,40,178,81.6179775280899,82.9662921348315,1.34831460674158,1.34831460674158,"Other","Private Individual(s)",TRUE,TRUE
1251,"16097","Houghton",640,640,2899,76.9430838220076,78.2897550879614,1.34667126595377,1.34667126595377,"Forest Industry","Forest Industry",FALSE,TRUE
1252,"17463","Keweenaw",40,40,171,77.5497076023392,78.8947368421053,1.34502923976608,1.34502923976608,"Other Business","Other Business",FALSE,TRUE
1253,"28327","Houghton",40,40,178,80.3820224719101,81.7247191011236,1.34269662921348,1.34269662921348,"Forest Industry","Forest Industry",FALSE,TRUE
1254,"16160","Houghton",78,78,353,82.4560906515581,81.1189801699717,-1.33711048158639,1.33711048158639,"Forest Industry","Forest Industry",FALSE,TRUE
1255,"27620","Houghton",160,160,750,81.06,79.7253333333333,-1.33466666666666,1.33466666666666,"Private Individual(s)","Trust",TRUE,TRUE
1256,"17498","Houghton",320,320,1444,82.4702216066482,81.1412742382271,-1.32894736842105,1.32894736842105,"Forest Industry","Forest Industry",FALSE,TRUE
1257,"32411","Keweenaw",27.6,27.6,138,77.9927536231884,76.6666666666667,-1.32608695652173,1.32608695652173,"Forest Industry","Private Individual(s)",TRUE,TRUE
1258,"10240","Houghton",82.47,82.47,366,78.4972677595628,79.8196721311475,1.3224043715847,1.3224043715847,"Other Business","Other Business",FALSE,TRUE
1259,"19752","Keweenaw",640,640,2906,73.8214039917412,75.1400550584997,1.31865106675843,1.31865106675843,"Forest Industry","Other Business",TRUE,TRUE
1260,"27760","Keweenaw",62,62,314,70.5668789808917,71.8853503184713,1.31847133757962,1.31847133757962,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1261,"11933","Keweenaw",440,440,1946,77.4136690647482,78.7312435765673,1.31757451181912,1.31757451181912,"Forest Industry","Forest Industry",FALSE,TRUE
1262,"21180","Houghton",40,40,181,81.9337016574586,80.6187845303867,-1.31491712707184,1.31491712707184,"Forest Industry","Forest Industry",FALSE,TRUE
1263,"33488","Houghton",40,40,188,73.6436170212766,74.9521276595745,1.30851063829788,1.30851063829788,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1264,"31378","Houghton",47,47,215,77.7116279069767,79.0139534883721,1.30232558139535,1.30232558139535,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1265,"33349","Houghton",40,40,179,80.340782122905,81.6424581005587,1.30167597765363,1.30167597765363,"Other Business","Other Business",FALSE,TRUE
1266,"21865","Houghton",40,40,181,83.7348066298343,85.0331491712707,1.29834254143647,1.29834254143647,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1267,"4980","Houghton",139.9,NA,703,78.1123755334282,79.4082503556188,1.29587482219061,1.29587482219061,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1268,"21594","Houghton",160,160,700,80.9442857142857,82.24,1.29571428571428,1.29571428571428,"Other Business","Other Business",FALSE,TRUE
1269,"33232","Houghton",41.6,NA,197,75.5228426395939,76.8172588832487,1.29441624365482,1.29441624365482,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1270,"12099","Keweenaw",280,280,1221,80.7649467649468,82.0589680589681,1.29402129402129,1.29402129402129,"Other Business","Other Business",FALSE,TRUE
1271,"18898","Houghton",22.72,22.72,106,64.7264150943396,66.0188679245283,1.29245283018868,1.29245283018868,"Forest Industry","Forest Industry",FALSE,TRUE
1272,"21205","Houghton",40,40,185,81.9081081081081,83.1945945945946,1.28648648648648,1.28648648648648,"Forest Industry","Forest Industry",FALSE,TRUE
1273,"23296","Keweenaw",320,320,1423,74.731553056922,76.0175685172171,1.28601546029515,1.28601546029515,"Forest Industry","Forest Industry",FALSE,TRUE
1274,"30625","Keweenaw",80,80,352,77.2159090909091,75.9318181818182,-1.28409090909091,1.28409090909091,"Club or Group","Other",TRUE,TRUE
1275,"10163","Houghton",80,80,360,79.6222222222222,80.9027777777778,1.28055555555555,1.28055555555555,"Forest Industry","Forest Industry",FALSE,TRUE
1276,"17524","Houghton",160,160,719,79.8400556328234,81.1168289290681,1.27677329624478,1.27677329624478,"Forest Industry","Forest Industry",FALSE,TRUE
1277,"31235","Houghton",80,80,362,81.2375690607735,82.5138121546961,1.27624309392264,1.27624309392264,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1278,"6121","Keweenaw",80,80,354,81.1186440677966,82.3926553672316,1.27401129943503,1.27401129943503,"Forest Industry","Forest Industry",FALSE,TRUE
1279,"29608","Keweenaw",120,NA,543,79.0110497237569,80.2836095764273,1.27255985267034,1.27255985267034,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1280,"17619","Houghton",166.7,166.7,636,80.6572327044025,81.9292452830189,1.27201257861635,1.27201257861635,"Forest Industry","Trust",TRUE,TRUE
1281,"17648","Houghton",160,160,727,75.7606602475929,77.0275103163686,1.26685006877578,1.26685006877578,"Other Business","Other Business",FALSE,TRUE
1282,"29799","Houghton",40,40,181,80.646408839779,81.9116022099447,1.26519337016575,1.26519337016575,"Forest Industry","Forest Industry",FALSE,TRUE
1283,"28007","Houghton",40,NA,179,79.8715083798883,81.1340782122905,1.26256983240224,1.26256983240224,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1284,"6174","Keweenaw",141.49,141.49,610,78.5,79.7622950819672,1.26229508196721,1.26229508196721,"Forest Industry","Forest Industry",FALSE,TRUE
1285,"6136","Keweenaw",80,80,359,80.125348189415,81.3871866295265,1.26183844011143,1.26183844011143,"Forest Industry","Forest Industry",FALSE,TRUE
1286,"10235","Houghton",320,320,1329,73.1753197893153,74.4356659142212,1.26034612490594,1.26034612490594,"Forest Industry","Forest Industry",FALSE,TRUE
1287,"10304","Houghton",40,40,182,83.1483516483516,84.4065934065934,1.25824175824175,1.25824175824175,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1288,"33713","Houghton",35.03,35.03,163,72.9447852760736,74.2024539877301,1.25766871165645,1.25766871165645,"Forest Industry","Forest Industry",FALSE,TRUE
1289,"5131","Houghton",320,320,1460,75.1808219178082,76.4376712328767,1.25684931506849,1.25684931506849,"Forest Industry","Forest Industry",FALSE,TRUE
1290,"12044","Keweenaw",568.82,568.82,2552,72.5031347962382,73.7597962382445,1.25666144200628,1.25666144200628,"Forest Industry","Forest Industry",FALSE,TRUE
1291,"10248","Houghton",120,120,539,84.0871985157699,85.3432282003711,1.25602968460112,1.25602968460112,"Forest Industry","Forest Industry",FALSE,TRUE
1292,"2","Houghton",40,40,180,83.0277777777778,84.2833333333333,1.25555555555556,1.25555555555556,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1293,"10377","Houghton",360,360,1612,73.8988833746898,75.1526054590571,1.25372208436724,1.25372208436724,"Forest Industry","Forest Industry",FALSE,TRUE
1294,"19784","Keweenaw",40,NA,179,73.6312849162011,74.8826815642458,1.2513966480447,1.2513966480447,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1295,"10214","Houghton",319.02,319.02,1427,82.3742116327961,83.6222845129643,1.24807288016818,1.24807288016818,"Forest Industry","Forest Industry",FALSE,TRUE
1296,"34387","Houghton",120,120,541,80.2365988909427,81.4824399260629,1.24584103512015,1.24584103512015,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1297,"802","Keweenaw",640,NA,2894,74.4689011748445,73.2232204561161,-1.24568071872841,1.24568071872841,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1298,"31388","Houghton",60.18,60.18,224,80.7142857142857,79.46875,-1.24553571428571,1.24553571428571,"Forest Industry","Forest Industry",FALSE,TRUE
1299,"12095","Keweenaw",640,640,2881,81.2419298854564,82.4803887539049,1.23845886844845,1.23845886844845,"Other Business","Other Business",FALSE,TRUE
1300,"35159","Houghton",80,80,359,76.142061281337,77.3788300835655,1.23676880222841,1.23676880222841,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1301,"34668","Keweenaw",20,20,93,77.505376344086,76.2688172043011,-1.23655913978494,1.23655913978494,"Other Business","Other",TRUE,TRUE
1302,"6077","Houghton",80,80,364,57.1456043956044,58.3818681318681,1.23626373626374,1.23626373626374,"Private Individual(s)","Private Group",TRUE,TRUE
1303,"18954","Keweenaw",160,160,724,80.8314917127072,82.0662983425414,1.23480662983425,1.23480662983425,"Other Business","Forest Industry",TRUE,TRUE
1304,"32603","Houghton",36.4,NA,162,66.5740740740741,67.8086419753086,1.23456790123457,1.23456790123457,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1305,"19610","Houghton",20,20,91,79.6593406593407,80.8901098901099,1.23076923076923,1.23076923076923,"Forest Industry","Forest Industry",FALSE,TRUE
1306,"23308","Keweenaw",40,40,178,78.0337078651685,76.8033707865169,-1.23033707865169,1.23033707865169,"Club or Group","Other",TRUE,TRUE
1307,"16888","Houghton",40,40,178,79.1292134831461,80.3595505617977,1.23033707865167,1.23033707865167,"Other Business","Other Business",FALSE,TRUE
1308,"19259","Houghton",70,70,315,78.9555555555555,80.184126984127,1.22857142857144,1.22857142857144,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1309,"31497","Houghton",38,38,171,68.2573099415205,67.0292397660819,-1.22807017543859,1.22807017543859,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1310,"6012","Houghton",40,40,181,78.1546961325967,79.3812154696133,1.22651933701658,1.22651933701658,"Forest Industry","Forest Industry",FALSE,TRUE
1311,"16111","Houghton",160,160,738,77.1775067750678,78.4037940379404,1.22628726287263,1.22628726287263,"Forest Industry","Forest Industry",FALSE,TRUE
1312,"16890","Houghton",80,80,330,75.3727272727273,76.5969696969697,1.22424242424242,1.22424242424242,"Other Business","Other Business",FALSE,TRUE
1313,"32181","Keweenaw",360,360,1604,80.3996259351621,81.6203241895262,1.22069825436409,1.22069825436409,"Other Business","Other Business",FALSE,TRUE
1314,"10236","Houghton",40,40,155,76.4322580645161,75.2129032258065,-1.21935483870968,1.21935483870968,"Private Individual(s)","Trust",TRUE,TRUE
1315,"17460","Keweenaw",280,280,1254,82.4370015948963,83.6555023923445,1.21850079744817,1.21850079744817,"Other Business","Other Business",FALSE,TRUE
1316,"16127","Houghton",80,80,365,74.4821917808219,75.6986301369863,1.21643835616437,1.21643835616437,"Forest Industry","Forest Industry",FALSE,TRUE
1317,"17987","Keweenaw",40,40,177,76.8248587570621,78.0395480225989,1.21468926553672,1.21468926553672,"Forest Industry","Other Business",TRUE,TRUE
1318,"16931","Houghton",160,160,733,80.4256480218281,81.6398362892224,1.21418826739426,1.21418826739426,"Other Business","Other Business",FALSE,TRUE
1319,"17512","Houghton",31.85,31.85,137,76.8978102189781,75.6861313868613,-1.21167883211679,1.21167883211679,"Forest Industry","Forest Industry",FALSE,TRUE
1320,"18905","Houghton",56.85,56.85,71,1.50704225352113,2.71830985915493,1.2112676056338,1.2112676056338,"Forest Industry","Other",TRUE,TRUE
1321,"35570","Houghton",25,NA,114,80.3245614035088,79.1140350877193,-1.21052631578947,1.21052631578947,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1322,"6084","Houghton",80,80,365,82.5890410958904,83.7972602739726,1.20821917808219,1.20821917808219,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1323,"32428","Houghton",106,106,482,73.3547717842324,74.5622406639004,1.20746887966804,1.20746887966804,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1324,"5191","Keweenaw",40,40,179,81.6033519553073,82.804469273743,1.20111731843575,1.20111731843575,"Forest Industry","Forest Industry",FALSE,TRUE
1325,"30366","Houghton",80,80,361,79.4736842105263,80.6703601108033,1.19667590027701,1.19667590027701,"Other Business","Other Business",FALSE,TRUE
1326,"4946","Houghton",40,40,179,75.0223463687151,76.2178770949721,1.19553072625699,1.19553072625699,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
